,kecamatan,kelurahan,latitude,longitude,status,total
351,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4843143,117.1668931,1,13
352,SUNGAI KUNJANG,KARANG ASAM ULU,-0.526168,117.10585,1,11
353,SAMBUTAN,SUNGAI KAPIH,-0.5299708557107384,117.1682822759681,0,8
354,SAMBUTAN,SAMBUTAN,-0.5211596,117.1994681,0,10
355,SAMARINDA ILIR,SIDODAMAI,-0.5144629,117.1693728,1,12
356,SAMBUTAN,SAMBUTAN,-0.5099268,117.2015844,1,11
357,SAMBUTAN,PULAU ATAS,-0.5389142,117.1946017,0,8
358,SUNGAI KUNJANG,KARANG ASAM ULU,-0.519273,117.115366,0,10
359,SAMARINDA UTARA,TANAH MERAH,-0.43599471988285227,117.21474219230154,1,11
360,SAMBUTAN,SAMBUTAN,-0.4946388,117.1956774,0,8
361,SAMARINDA UTARA,SEMPAJA UTARA,-0.385873,117.148948,0,10
362,SAMBUTAN,SUNGAI KAPIH,-0.5333996915956196,117.1710302403616,0,9
363,SAMARINDA ILIR,SIDOMULYO,-0.4942442,117.1592283,0,10
364,PALARAN,BUKUAN,-0.5734958,117.2015982,1,11
365,SAMBUTAN,SAMBUTAN,-0.5403923,117.1931964,1,12
366,SAMBUTAN,SINDANG SARI,-0.5618609,117.2288316,0,7
367,SAMBUTAN,SAMBUTAN,-0.5096078,117.1670692,0,10
368,SUNGAI KUNJANG,LOK BAHU,-0.4976366,117.1068236,1,11
369,SAMBUTAN,MAKROMAN,-0.5308879,117.2217561,0,9
370,SAMARINDA UTARA,SEMPAJA UTARA,-0.3877456,117.1463697,1,12
371,SAMBUTAN,SAMBUTAN,-0.5005766,117.1845288,1,11
372,SAMARINDA UTARA,LEMPAKE,-0.4105103,117.1860184,0,10
373,SAMARINDA SEBERANG,MANGKUPALAS,-0.528372,117.14775,1,12
374,SAMARINDA UTARA,SEMPAJA UTARA,-0.387583,117.14788,0,9
375,SAMBUTAN,SAMBUTAN,-0.5106464,117.1790971,0,10
376,SAMBUTAN,SUNGAI KAPIH,-0.5384549,117.1736284,0,5
377,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5364049,117.1227156,0,9
378,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4842913,117.1668869,0,10
379,SAMBUTAN,SUNGAI KAPIH,-0.5331955709543017,117.17120236460188,1,11
380,SAMBUTAN,SUNGAI KAPIH,-0.5016095,117.1608515,1,11
381,SAMARINDA UTARA,TANAH MERAH,-0.460612,117.196793,0,10
382,SAMARINDA UTARA,LEMPAKE,-0.3841219,117.2034557,1,12
383,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5367811,117.1213448,1,13
384,SAMBUTAN,SUNGAI KAPIH,-0.5268005689974676,117.16204585209957,0,9
385,SAMARINDA SEBERANG,BAQA,-0.5092205,117.1383994,1,12
386,SAMBUTAN,SINDANG SARI,-0.561692,117.231428,1,13
387,PALARAN,BANTUAS,-0.6924464,117.1799642,0,10
388,SAMARINDA ILIR,SIDOMULYO,-0.4972927,117.1609338,1,12
389,SAMARINDA SEBERANG,MANGKUPALAS,-0.528495,117.147772,0,10
390,SAMBUTAN,SUNGAI KAPIH,-0.5383039672675944,117.17310970751852,1,11
391,SAMBUTAN,SAMBUTAN,-0.508669,117.1692411,1,12
392,SAMARINDA UTARA,LEMPAKE,-0.4515096,117.1933847,0,9
393,SAMARINDA SEBERANG,MANGKUPALAS,-0.5282574,117.1478222,1,11
394,SAMARINDA UTARA,LEMPAKE,-0.4094833,117.1864112,0,9
395,PALARAN,RAWA MAKMUR,-0.5727025,117.1754985,0,8
396,SAMBUTAN,SAMBUTAN,-0.501329,117.184485,0,10
397,SUNGAI KUNJANG,LOK BAHU,-0.498878,117.1062749,1,12
398,LOA JANAN ILIR,RAPAK DALAM,-0.5145229,117.1437462,1,11
399,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4509745,117.1524054,1,12
400,SAMARINDA ILIR,SIDODAMAI,-0.4999131,117.1627615,0,7
401,SAMBUTAN,SAMBUTAN,-0.5095013,117.1671085,1,15
402,SAMARINDA UTARA,TANAH MERAH,-0.4608324,117.197408,0,10
403,SAMBUTAN,SAMBUTAN,-0.497319,117.182366,1,13
404,LOA JANAN ILIR,RAPAK DALAM,-0.534154,117.133484,1,11
405,SAMBUTAN,SUNGAI KAPIH,-0.5372246,117.1765805,1,12
406,SAMARINDA UTARA,SEMPAJA UTARA,-0.4352184,117.1526707,0,9
407,SUNGAI KUNJANG,LOA BAKUNG,-0.5299557,117.0945005,0,9
408,SAMBUTAN,MAKROMAN,-0.5228906,117.2304222,1,12
409,SAMBUTAN,SAMBUTAN,-0.504821,117.2041891,1,11
410,SAMBUTAN,PULAU ATAS,-0.5504566,117.1918286,0,10
411,SAMBUTAN,SINDANG SARI,-0.5618564,117.2289431,0,8
412,SAMBUTAN,SAMBUTAN,-0.512749,117.2083224,0,10
413,SAMBUTAN,PULAU ATAS,-0.564596,117.218876,1,11
414,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.515499,117.132561,0,9
415,SAMBUTAN,MAKROMAN,-0.5561394527023009,117.22394835379583,0,9
416,SAMARINDA ILIR,SIDOMULYO,-0.479968,117.192808,0,10
417,SAMARINDA UTARA,LEMPAKE,-0.42772638050146844,117.19644465388508,0,9
418,SAMARINDA ILIR,SIDOMULYO,-0.4925911,117.1591889,1,12
419,SAMBUTAN,SAMBUTAN,-0.5127195,117.2083977,0,10
420,SAMARINDA UTARA,SEMPAJA SELATAN,-0.463449,117.159518,1,12
421,SAMBUTAN,SUNGAI KAPIH,-0.5194571049476291,117.17111669535478,0,10
422,LOA JANAN ILIR,SIMPANG TIGA,-0.5773479,117.0944929,1,11
423,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4509103,117.1525835,0,9
424,SAMARINDA ULU,AIR HITAM,-0.4842168,117.1342909,1,11
425,SAMBUTAN,SUNGAI KAPIH,-0.5306661,117.1630325,1,14
426,SAMBUTAN,SAMBUTAN,-0.5094745,117.2011892,1,12
427,SAMARINDA UTARA,LEMPAKE,-0.4529982,117.1942316,1,12
428,SAMARINDA ILIR,SUNGAI DAMA,-0.5061979,117.1622541,1,12
429,LOA JANAN ILIR,SIMPANG TIGA,-0.5690398,117.0897978,1,11
430,SAMBUTAN,SAMBUTAN,-0.5127437,117.2097056,1,11
431,SAMBUTAN,SAMBUTAN,-0.5092376,117.2087099,0,8
432,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4560859,117.1485512,1,12
433,SAMARINDA KOTA,PELABUHAN,-0.4995033456657972,117.15132208972234,1,11
434,SAMARINDA ILIR,SELILI,-0.5247227,117.1626145,1,11
435,LOA JANAN ILIR,SIMPANG TIGA,-0.5670065,117.0886599,0,7
436,SAMARINDA ILIR,SELILI,-0.5197963,117.1566096,1,14
437,SAMBUTAN,SAMBUTAN,-0.5119694,117.200552,1,11
438,PALARAN,RAWA MAKMUR,-0.5765993,117.1700395,1,13
439,LOA JANAN ILIR,SIMPANG TIGA,-0.5694339,117.0890137,1,13
440,SAMBUTAN,SAMBUTAN,-0.513379,117.1760483,0,9
441,SAMBUTAN,SAMBUTAN,-0.5089556,117.2072994,1,11
442,SUNGAI KUNJANG,KARANG ANYAR,-0.4970965,117.1179776,0,9
443,PALARAN,BANTUAS,-0.6753002,117.1737153,0,10
444,SAMARINDA SEBERANG,MANGKUPALAS,-0.524307,117.148276,0,10
445,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.5118221,117.1267807,1,14
446,SAMBUTAN,SUNGAI KAPIH,-0.5192906,117.1712539,1,11
447,SAMBUTAN,SUNGAI KAPIH,-0.5372484,117.1748416,1,12
448,SAMARINDA ILIR,SIDODAMAI,-0.5018444,117.1614861,1,11
449,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4771353,117.1724235,1,12
450,SUNGAI KUNJANG,KARANG ANYAR,-0.504964,117.117301,0,9
451,SAMBUTAN,SUNGAI KAPIH,-0.5375930828293803,117.17258698421271,1,11
452,SAMARINDA ILIR,SIDOMULYO,-0.491416,117.159159,1,11
453,SAMARINDA UTARA,SEMPAJA UTARA,-0.3840839,117.1486185,1,12
454,SAMARINDA UTARA,SEMPAJA UTARA,-0.3843305,117.1481327,0,6
455,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5127453,117.1473816,1,11
456,SAMBUTAN,SAMBUTAN,-0.5133663,117.2098421,0,10
457,SAMBUTAN,MAKROMAN,-0.50355,117.237147,0,9
458,SAMARINDA ULU,AIR HITAM,-0.4756159,117.1340725,1,11
459,SAMBUTAN,SUNGAI KAPIH,-0.5374625,117.1744481,1,11
460,SAMARINDA ILIR,SIDOMULYO,-0.4932999,117.163511,1,11
461,SAMBUTAN,SUNGAI KAPIH,-0.5304242,117.1626064,1,13
462,PALARAN,RAWA MAKMUR,-0.5779239,117.1827552,0,9
463,SAMBUTAN,SAMBUTAN,-0.50614,117.17139,1,11
464,SAMARINDA ILIR,SUNGAI DAMA,-0.5060566,117.1639985,1,12
465,SAMBUTAN,SAMBUTAN,-0.5128204,117.2096639,0,10
466,SAMBUTAN,PULAU ATAS,-0.5374961,117.1951626,1,13
467,SAMBUTAN,MAKROMAN,-0.5402345,117.2204173,0,9
468,SAMBUTAN,SAMBUTAN,-0.5125275,117.2098805,1,12
469,SAMARINDA UTARA,SEMPAJA SELATAN,-0.451247,117.1517038,0,10
470,SAMARINDA ILIR,SELILI,-0.5245097,117.1628462,0,10
471,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4952456014849514,117.12875362998562,0,10
472,SAMBUTAN,SINDANG SARI,-0.55503,117.2415433,0,10
473,SAMBUTAN,PULAU ATAS,-0.53713,117.194752,0,10
474,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.477362,117.1747813,1,12
475,SAMARINDA ILIR,SELILI,-0.525257,117.162798,0,10
476,SUNGAI PINANG,MUGIREJO,-0.476586,117.182973,1,13
477,SAMBUTAN,PULAU ATAS,-0.5528483,117.18869,0,9
478,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5470842,117.117733,1,12
479,SAMBUTAN,SUNGAI KAPIH,-0.5185328086882782,117.180235692162,0,8
480,SAMBUTAN,PULAU ATAS,-0.536669,177.19523,0,10
481,SAMBUTAN,SAMBUTAN,-0.5089039,117.1692359,0,10
482,SAMARINDA ILIR,SELILI,-0.5220324,117.1639304,1,11
483,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5352055,117.1218793,1,12
484,SAMARINDA KOTA,PASAR PAGI,-0.5006641,117.1482001,1,12
485,SAMARINDA UTARA,LEMPAKE,-0.4515106,117.1933635,0,8
486,SAMBUTAN,SUNGAI KAPIH,-0.5313676,117.1621107,0,9
487,SAMARINDA ILIR,SUNGAI DAMA,-0.505697,117.161926,1,12
488,SAMARINDA ILIR,SIDODAMAI,-0.5034259,117.1641521,1,11
489,SAMBUTAN,SUNGAI KAPIH,-0.5370518,117.1749116,1,11
490,SAMBUTAN,PULAU ATAS,-0.564535,117.218877,1,13
491,SAMBUTAN,SUNGAI KAPIH,-0.537039,117.1748986,1,11
492,SAMBUTAN,SUNGAI KAPIH,-0.5367791,117.1758625,1,13
493,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4274677,117.1659959,1,13
494,SAMARINDA ILIR,PELITA,-0.4894713,117.1585621,0,8
495,SAMBUTAN,SUNGAI KAPIH,-0.5375452,117.1746408,0,7
496,SAMBUTAN,SAMBUTAN,-0.5099328,117.2018472,1,11
497,SAMARINDA ILIR,SUNGAI DAMA,-0.5047379,117.1620074,1,13
498,SAMARINDA ILIR,PELITA,-0.481545,117.157138,0,7
499,SAMBUTAN,PULAU ATAS,-0.563362,117.225785,0,8
500,LOA JANAN ILIR,SIMPANG TIGA,-0.576687,117.0897049,1,12
501,SAMBUTAN,SAMBUTAN,-0.500275,117.184159,0,8
502,SAMBUTAN,SAMBUTAN,-0.5100549,117.2065315,0,9
503,SAMBUTAN,SAMBUTAN,-0.4946558,117.1957109,0,9
504,SAMBUTAN,SUNGAI KAPIH,-0.528084,117.1623969,0,10
505,SAMARINDA ILIR,SIDOMULYO,-0.4982695,117.1624294,0,10
506,SAMBUTAN,SAMBUTAN,-0.4940294,117.195987,0,7
507,SAMBUTAN,SUNGAI KAPIH,-0.5298585378561572,117.16797547229103,0,10
508,SAMARINDA SEBERANG,MANGKUPALAS,-0.5272542,117.1478314,1,11
509,SAMARINDA ILIR,SIDOMULYO,-0.491444,117.159671,1,12
510,SUNGAI PINANG,MUGIREJO,-0.470571,117.194124,1,11
511,SAMBUTAN,SINDANG SARI,-0.558009,117.232141,0,6
512,SAMBUTAN,SUNGAI KAPIH,-0.5306278,117.1620291,1,14
513,SAMBUTAN,SINDANG SARI,-0.5580362,117.2322687,1,11
514,SAMARINDA ILIR,SIDOMULYO,-0.4919942,117.165798,0,9
515,SUNGAI KUNJANG,KARANG ANYAR,-0.5071521,117.1104093,1,13
516,SAMARINDA ILIR,SELILI,-0.513986,117.1596179,0,10
517,PALARAN,BUKUAN,-0.5756934,117.2047801,1,11
518,PALARAN,SIMPANG PASIR,-0.575338,117.136092,1,13
519,SAMARINDA ILIR,PELITA,-0.477871,117.13123,1,13
520,SAMBUTAN,SUNGAI KAPIH,-0.533127876916264,117.16935460190396,1,11
521,SAMBUTAN,SAMBUTAN,-0.509078,117.2066611,0,10
522,SAMBUTAN,SINDANG SARI,-0.561721,117.23085,1,12
523,SAMARINDA UTARA,TANAH MERAH,-0.4577385,117.2027959,0,9
524,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5119054,117.1498209,1,11
525,SAMARINDA UTARA,SEMPAJA TIMUR,-0.608246,117.190251,0,9
526,SAMBUTAN,SUNGAI KAPIH,-0.5363259,117.1756981,0,10
527,SAMBUTAN,SAMBUTAN,-0.5108923,117.2086776,1,11
528,SAMBUTAN,SUNGAI KAPIH,-0.5374737,117.1748481,1,11
529,SAMBUTAN,SUNGAI KAPIH,-0.5320888610064758,117.17119613714294,1,11
530,SAMARINDA ILIR,SELILI,-0.511783,117.15914,0,10
531,SAMBUTAN,SINDANG SARI,-0.5546912,117.2298153,1,11
532,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4925991,117.1543993,1,11
533,LOA JANAN ILIR,SIMPANG TIGA,-0.5687229,117.0894244,1,11
534,PALARAN,SIMPANG PASIR,-0.54885,117.153269,0,10
535,SAMARINDA SEBERANG,MANGKUPALAS,-0.5272495,117.1477954,0,10
536,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4348557,117.1564381,1,11
537,SAMBUTAN,MAKROMAN,-0.5581845715105903,117.22197332006849,0,8
538,SAMARINDA ILIR,SUNGAI DAMA,-0.505887,117.1627816,1,12
539,SAMARINDA ILIR,SELILI,-0.5220714,117.163598,0,9
540,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5365051,117.1202069,1,14
541,SUNGAI KUNJANG,LOK BAHU,-0.4969641,117.0936264,1,12
542,SAMARINDA ILIR,PELITA,-0.489893,117.153409,1,11
543,PALARAN,RAWA MAKMUR,-0.562926,117.1748855,1,11
544,SAMARINDA ILIR,SIDOMULYO,-0.4916896,117.1600673,1,14
545,SAMBUTAN,SINDANG SARI,-0.5596265,117.2309298,1,12
546,SUNGAI KUNJANG,TELUK LERONG ULU,-0.49526421578495716,117.12823339470704,0,9
547,SAMBUTAN,SAMBUTAN,-0.4956251,117.1948296,1,11
548,SAMARINDA KOTA,PASAR PAGI,-0.5006594,117.1481991,1,12
549,SAMARINDA ULU,AIR HITAM,-0.483787,117.134299,1,12
550,SUNGAI PINANG,MUGIREJO,-0.476319,117.182376,0,10
551,SAMARINDA UTARA,LEMPAKE,-0.4528419,117.1902874,0,9
552,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5142605,117.1527619,0,9
553,SAMARINDA ILIR,SIDOMULYO,-0.4937161,117.165428,1,12
554,SAMARINDA ULU,SIDODADI,-0.486221,117.1405508,0,9
555,SAMARINDA ILIR,SELILI,-0.5278489,117.1595513,1,11
556,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.49088,117.170605,1,14
557,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.514266,117.146688,1,13
558,SAMBUTAN,MAKROMAN,-0.5607887,117.2263214,0,9
559,SAMBUTAN,SINDANG SARI,-0.5549512,117.2325743,1,12
560,SUNGAI KUNJANG,LOK BAHU,-0.490231,117.1081545,0,9
561,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5120501,117.1133317,1,12
562,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4510814,117.1520561,0,10
563,SAMARINDA ILIR,SELILI,-0.5210429,117.1642176,1,11
564,SAMARINDA UTARA,LEMPAKE,-0.4213619,117.1972093,1,11
565,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5468453,117.1211529,0,10
566,SAMARINDA ILIR,SELILI,-0.5220405,117.1640284,1,13
567,SUNGAI PINANG,MUGIREJO,-0.469961,117.19452,0,8
568,SAMARINDA UTARA,SEMPAJA UTARA,-0.391845,117.1504,1,14
569,SUNGAI PINANG,MUGIREJO,-0.470478,117.193586,1,12
570,SAMARINDA UTARA,LEMPAKE,-0.4363801,117.1894063,1,11
571,SAMBUTAN,SUNGAI KAPIH,-0.537502026927187,117.17285019115518,1,13
572,SAMARINDA ILIR,SIDOMULYO,-0.4924508,117.1585198,0,10
573,SAMBUTAN,SUNGAI KAPIH,-0.5381181,117.1739748,1,11
574,SAMBUTAN,SUNGAI KAPIH,-0.5246187397414955,117.16897027389088,0,8
575,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4771646,117.1724798,1,11
576,PALARAN,RAWA MAKMUR,-0.5632404,117.1818339,1,11
577,SAMARINDA ILIR,SELILI,-0.5220733,117.1640007,1,13
578,PALARAN,RAWA MAKMUR,-0.5706902,117.17301,0,5
579,SAMARINDA ILIR,SIDOMULYO,-0.492664,117.1652541,1,11
580,SAMARINDA UTARA,SEMPAJA UTARA,-0.376281,117.144223,1,11
581,SAMBUTAN,PULAU ATAS,-0.563892,117.225607,0,10
582,SAMBUTAN,SAMBUTAN,-0.510335,117.201213,1,12
583,PALARAN,RAWA MAKMUR,-0.5665651,117.1697285,0,10
584,SAMBUTAN,SUNGAI KAPIH,-0.5306098680789854,117.16900862879966,0,7
585,PALARAN,RAWA MAKMUR,-0.5627685,117.1817848,0,9
586,LOA JANAN ILIR,SIMPANG TIGA,-0.5667951,117.0877861,0,7
587,SUNGAI PINANG,MUGIREJO,-0.475239,117.182003,0,9
588,SAMBUTAN,SUNGAI KAPIH,-0.5240764,117.1686758,1,11
589,SAMBUTAN,SUNGAI KAPIH,-0.541638,117.1534972,1,12
590,SAMARINDA ILIR,SIDOMULYO,-0.4914529,117.1652017,1,11
591,SUNGAI PINANG,MUGIREJO,-0.464898,117.186157,0,8
592,SAMBUTAN,MAKROMAN,-0.556344,117.224099,0,10
593,SAMARINDA SEBERANG,MANGKUPALAS,-0.52635,117.147391,1,12
594,SAMARINDA ILIR,SELILI,-0.520919,117.1647646,0,10
595,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.512741,117.1470196,0,10
596,SAMARINDA UTARA,LEMPAKE,-0.3975104,117.1964948,0,10
597,SAMBUTAN,MAKROMAN,-0.5516252,117.2291364,1,13
598,LOA JANAN ILIR,SIMPANG TIGA,-0.5679835,117.0873056,1,13
599,SAMBUTAN,SAMBUTAN,-0.5128595,117.2095356,0,10
600,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.47674,117.175653,0,10
601,SAMARINDA ILIR,SELILI,-0.5101463965783619,117.15885087847708,1,12
602,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.5180781,117.1226494,1,13
603,SAMBUTAN,SINDANG SARI,-0.5619453,117.2297205,1,11
604,SAMARINDA SEBERANG,MESJID,-0.5210909,117.1504789,0,8
605,SAMARINDA ILIR,SIDOMULYO,-0.4924188,117.1585222,1,11
606,PALARAN,RAWA MAKMUR,-0.5628814,117.1819834,0,10
607,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4300727,117.1660657,0,9
608,SAMARINDA ILIR,SELILI,-0.521907,117.1636125,0,9
609,SAMARINDA SEBERANG,MANGKUPALAS,-0.525224,117.148229,1,11
610,SAMBUTAN,PULAU ATAS,-0.562649,117.22521,0,10
611,SAMBUTAN,SUNGAI KAPIH,-0.5296066064707403,117.17067846323876,1,12
612,SAMBUTAN,SUNGAI KAPIH,-0.5404785,117.1729823,0,8
613,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4755233,117.1764044,1,12
614,SAMARINDA ILIR,SELILI,-0.5287135,117.1595563,0,10
615,Samarinda Kota,SUNGAI PINANG LUAR,-0.4975262,117.1555156,0,9
616,PALARAN,RAWA MAKMUR,-0.5648216,117.1832723,1,11
617,Samarinda Utara,SEMPAJA UTARA,-0.4274853,117.1655152,0,10
618,PALARAN,BUKUAN,-0.5859815,117.2095739,0,8
619,SAMARINDA SEBERANG,MESJID,-0.520109,117.150763,1,11
620,SUNGAI KUNJANG,KARANG ANYAR,-0.4998715,117.119122,1,11
621,SAMARINDA ILIR,SIDOMULYO,-0.4929124,117.1660532,0,10
622,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.497333,117.1557114,0,9
623,SAMARINDA ILIR,SELILI,-0.5141827,117.1599913,0,10
624,SAMBUTAN,SAMBUTAN,-0.510108,117.2094,1,11
625,SAMARINDA ILIR,SIDOMULYO,-0.49296,117.1658564,0,9
626,SAMARINDA UTARA,TANAH MERAH,-0.460678,117.195421,0,8
627,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.519517,117.146291,0,10
628,SAMBUTAN,SINDANG SARI,-0.557121,117.235484,1,12
629,SAMBUTAN,SAMBUTAN,-0.51281,117.180884,1,12
630,SAMARINDA ILIR,SELILI,-0.527878,117.1596029,1,12
631,SAMBUTAN,PULAU ATAS,-0.564785,117.218978,0,10
632,LOA JANAN ILIR,RAPAK DALAM,-0.514596,117.143594,0,10
633,SUNGAI KUNJANG,LOK BAHU,-0.4901677,117.108187,0,9
634,SAMBUTAN,SUNGAI KAPIH,-0.5308814,117.1622955,1,13
635,SAMARINDA ILIR,SUNGAI DAMA,-0.5036624,117.1592705,0,10
636,SAMARINDA ILIR,SELILI,-0.5146401,117.1596167,1,11
637,SAMARINDA ILIR,SELILI,-0.52777,117.158701,1,11
638,SUNGAI KUNJANG,LOA BUAH,-0.5492324,117.0682031,1,12
639,LOA JANAN ILIR,TANI AMAN,-0.5846272,117.1051666,0,7
640,SAMARINDA SEBERANG,MESJID,-0.5205912,117.1505233,1,12
641,LOA JANAN ILIR,RAPAK DALAM,-0.523978,117.138659,0,9
642,SAMBUTAN,SUNGAI KAPIH,-0.5408054875925552,117.17969197006822,1,12
643,SAMARINDA SEBERANG,MANGKUPALAS,-0.527023,117.147733,1,12
644,SAMARINDA UTARA,LEMPAKE,-0.4541473,117.1898973,1,13
645,SUNGAI KUNJANG,LOK BAHU,-0.4904563,117.1083647,1,12
646,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5145628,117.1483557,0,10
647,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4972019,117.1556643,0,6
648,PALARAN,RAWA MAKMUR,-0.5628145,117.1820539,1,11
649,SAMBUTAN,SAMBUTAN,-0.5118579,117.2077229,1,12
650,SAMBUTAN,SINDANG SARI,-0.5555478,117.2360744,0,10
651,SAMBUTAN,SAMBUTAN,-0.495833,117.194806,0,9
652,SAMARINDA UTARA,SEMPAJA BARAT,-0.4504872070985745,117.14862614888604,1,11
653,PALARAN,RAWA MAKMUR,-0.569577,117.158791,0,9
654,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5413242,117.1209555,0,4
655,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4758883,117.1623411,1,13
656,SAMARINDA ILIR,SELILI,-0.5145368,117.1598553,1,11
657,SUNGAI KUNJANG,KARANG ANYAR,-0.4972786,117.1179204,0,10
658,SAMARINDA ILIR,SELILI,-0.5140932,117.1591949,0,10
659,SAMARINDA SEBERANG,GUNUNG PANJANG,-0.5177909,117.1292327,1,14
660,SAMBUTAN,SUNGAI KAPIH,-0.5371675159925207,117.17605730100078,0,10
661,SAMBUTAN,SINDANG SARI,-0.555353,117.2362862,0,9
662,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4773629,117.1616823,1,12
663,SAMARINDA ILIR,SELILI,-0.5140445,117.1590284,1,11
664,SAMARINDA UTARA,TANAH MERAH,-0.4611466,117.2069248,0,10
665,SAMARINDA SEBERANG,MANGKUPALAS,-0.5267048,117.1478851,1,12
666,SAMARINDA ILIR,SELILI,-0.5212352,117.1642981,0,10
667,SAMBUTAN,PULAU ATAS,-0.557376,117.20975,1,12
668,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.5177308,117.127214,1,11
669,SUNGAI KUNJANG,LOA BAKUNG,-0.5344108,117.093266,1,11
670,SUNGAI KUNJANG,TELUK LERONG ULU,-0.5000868254253181,117.12817993278172,0,10
671,SAMBUTAN,SUNGAI KAPIH,-0.5289243,117.1605496,0,10
672,PALARAN,RAWA MAKMUR,-0.5706538,117.1726674,0,7
673,Samarinda Kota,SUNGAI PINANG LUAR,-0.4975266,117.155516,0,9
674,SAMARINDA SEBERANG,MANGKUPALAS,-0.52544,117.14709,0,7
675,SAMBUTAN,PULAU ATAS,-0.5580466,117.2109083,1,11
676,SAMBUTAN,SUNGAI KAPIH,-0.5309697363042561,117.169021256381,0,9
677,LOA JANAN ILIR,RAPAK DALAM,-0.5229193,117.1385743,0,10
678,SAMARINDA ULU,AIR HITAM,-0.4696855,117.1388033,0,8
679,SAMARINDA ILIR,SUNGAI DAMA,-0.5068618,117.1632271,1,12
680,SAMARINDA ILIR,SIDODAMAI,-0.496801,117.17007,1,11
681,SAMARINDA ULU,GUNUNG KELUA,-0.4709605,117.1396155,0,8
682,SAMARINDA UTARA,SEMPAJA UTARA,-0.432068,117.139514,0,9
683,SAMARINDA ILIR,SELILI,-0.5140617,117.160036,0,10
684,SAMBUTAN,SAMBUTAN,-0.5133309,117.209552,0,10
685,SAMARINDA UTARA,SEMPAJA TIMUR,-0.42674,117.165866,0,8
686,SAMARINDA ULU,GUNUNG KELUA,-0.470325,117.1402769,0,5
687,SAMBUTAN,SUNGAI KAPIH,-0.5313600919947126,117.17049247110754,0,10
688,PALARAN,RAWA MAKMUR,-0.5635486,117.181995,1,12
689,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.5193765,117.1244694,1,12
690,SAMARINDA SEBERANG,MANGKUPALAS,-0.523936,117.148022,1,12
691,SAMBUTAN,SINDANG SARI,-0.5612774,117.2329022,0,9
692,SAMARINDA ILIR,SELILI,-0.5221849,117.1626312,1,11
693,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4751287,117.1766303,0,9
694,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.47711,117.1753205,1,11
695,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.478712,117.162484,1,11
696,SUNGAI KUNJANG,KARANG ASAM ULU,-0.5323858,117.1064228,0,8
697,SAMBUTAN,PULAU ATAS,-0.5645284,117.219362,0,10
698,PALARAN,RAWA MAKMUR,-0.565866,117.175741,0,9
699,SAMARINDA SEBERANG,MESJID,-0.5245912,117.1512429,1,11
700,PALARAN,RAWA MAKMUR,-0.5773493,117.1786539,1,11
701,SAMBUTAN,SUNGAI KAPIH,-0.5291183284745512,117.16886702299894,0,10
702,SAMARINDA KOTA,PELABUHAN,-0.49954263805866056,117.15424262973976,1,11
703,SAMARINDA UTARA,LEMPAKE,-0.4425211,117.1944399,0,9
704,SAMARINDA UTARA,SEMPAJA BARAT,-0.4545158,117.1471394,0,10
